id,code,AggIndex,SMILES,reference,molecular_weight,emission_solid,emission_aggr,features_id,mechanism_id,doi
1894,TTPy-NH2,,NCCC[N+]1=CC=C(/C=C/C(S2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C1.[Br-],"Adv.Sci.2021,8,2100811",568,,656,AIE,other,10.1002/advs.202100811
1895,TTFMN,,N#C/C(C#N)=C/C(O1)=CC=C1C2=CC=C(N(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C3)C7=CC=CC=C7)C=C2,"Adv.Sci.2021,8,2100524",641,,665,AIE,other,10.1002/advs.202100524
1897,AAPP,,CCOC(C(C=C1)=CC=C1N2C3=C(N(C4=CC=C(C(OCC)=O)C=C4)C(C5=CC=CC=C5)=C3)C=C2C6=CC=CC=C6)=O,"Chem.Sci.,2017,8,7258",554.2,485,468,AIE,TICT,10.1039/c7sc03076b
1900,TTVPHE,,O=C(OCC)CCCCC[N+](C=C1)=CC=C1/C=C/C2=CC=C(S2)C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5.[Br-],"Mater.Chem.Front.,2020,4,3201",653,,596,AIE,TICT,10.1039/d0qm00503g
1901,TTVPHA,,OC(CCCCC[N+](C=C1)=CC=C1/C=C/C2=CC=C(S2)C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5)=O.[Br-],"Mater.Chem.Front.,2020,4,3201-3208",625,,621,AIE,TICT,10.1039/d0qm00503g
1902,TPE-Th-B,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(C)C(N(C)C/6=O)=O)=O)S5)C=C4)C=C1,"Chem.AsianJ.2019,14,871-876",640,,622,AIE,TICT,10.1002/asia.201801660
1904,TPE-ETh-B,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=C(OCCO6)C6=C(/C=C7C(N(C)C(N(C)C7=O)=O)=O)S5)C=C4)C=C1,"Chem.AsianJ.2019,14,871-876",698,,633,AIE,TICT,10.1002/asia.201801660
1905,TPE-Se,,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(C6=CC=C(/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9)C=C6)C%10=N[Se]N=C%105)C=C4)=CC=CC=C1,"ActaChim.Sinica2021,79,319-325",843.932,,551,AIE,TICT,10.6023/A20100501
1906,OBP,,C1(OC2=CC=CC(OC3=NC4=CN=C3)=C2)=NC(OC5=CC=CC(O4)=C5)=CN=C1,"Angew.Chem.Int.Ed.2021,60,22417每22423",372,370,360,AIE,other,10.1002/anie.202108326
1907,TPA-Se,,N(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=C(C4=CC=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)C8=N[Se]N=C84)C=C3,"ActaChim.Sinica2021,79,319-325",669.69,,626,AIE,TICT,10.6023/A20100501
1908,TPE-DPA-Se,,N(C1=CC=C(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)C=C1)(C5=CC=CC=C5)C6=CC=C(C7=CC=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=C(/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)/C%13=CC=CC=C%13)C=C%10)C=C8)C%14=N[Se]N=C%147)C=C6,"ActaChim.Sinica2021,79,319-325",1178.354,,642,AIE,TICT,10.6023/A20100501
1909,DCMHNO,,N#C/C(C#N)=C1C2=CC=CC=C2OC(/C=C/C3=CC=C(C=C3)OC(C4=C(C=CC=C4)P(C5=CC=CC=C5)C6=CC=CC=C6)=O)=C1,"Sci.Chin.Chem.,2020,63,282-289",600,,,AIE,ICT,10.1007/s11426-019-9604-3
1910,BT-2ATPE,,C1(N(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=CC=C5)C=C2)C6=CC=CC=C6)=CC=C(N(C7=CC=C(/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C7)C%11=CC=CC=C%11)C%12=NSN=C%121,"Chem.Sci.,2018,9,6118",979.258,674,665,AIE,TICT,10.1039/c8sc01377b
1911,DPASI,,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4.[I-],"Mater.Chem.Front.,2020,4,957-964",490,,630,AIE,ESIPT,10.1039/c9qm00732f
1912,TPA-Ph-SCP,,N#C/C(C1=CC=C(C2=CC=[N+](C)C=C2)C=C1)=CC(C=C3)=CC=C3/C=C/C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6.F[P-](F)(F)(F)(F)F,"CCSChem.2022,4,501每514",711,,640,AIE,ICT,10.31635/ccschem.021.202101458
1913,DPASP,,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4.F[P-](F)(F)(F)(F)F,"Small2019,15,1905080",508,,612,AIE,TICT,10.1002/smll.201905080
1914,Py-4MethylTPE,,CC1=CC(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C1C5=C(C6=C78)C=CC8=C(C(C(C)=C9)=CC=C9/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C(C(C(C)=C%13)=CC=C%13/C(C%14=CC=CC=C%14)=C(C%15=CC=CC=C%15)C%16=CC=CC=C%16)C7=CC=C6C(C%17=CC(C)=CC(/C(C%18=CC=CC=C%18)=C(C%19=CC=CC=C%19)C%20=CC=CC=C%20)=C%17)=C5,"Chem.Eur.J.2015,21,6862-6868",1580,453,459,AIE,other,10.1002/chem.201406190
1915,Py-4mTPE,,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(C4=C(C5=C67)C=CC7=C(C(C=C8)=CC=C8/C(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C(C(C=C%12)=CC=C%12/C(C%13=CC=CC=C%13)=C(C%14=CC=CC=C%14)C%15=CC=CC=C%15)C6=CC=C5C(C%16=CC=CC(/C(C%17=CC=CC=C%17)=C(C%18=CC=CC=C%18)C%19=CC=CC=C%19)=C%16)=C4)C=C3)/C%20=CC=CC=C%20)=CC=CC=C1,"Chem.Eur.J.2015,21,6862-6868",1523,443,445,AIE,other,10.1002/chem.201406190
1916,2-AFN,,O=C1C2=C(C=CC=C2)C3=C1C(C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6)=NC(N(CCN(C)C)C)=C3C#N,"Chem.Commun.,2019,55,7458-7461",549,579,584,AIE,TICT,10.1039/c9cc02782c
1917,Si-pTPE,,C1(C(C=C2)=CC3=C2C(C=CC(C(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)=C8)=C8[Si]3(C9=CC=CC=C9)C%10=CC=CC=C%10)=CC=C(C=C1)/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)/C%13=CC=CC=C%13,"J.Mater.Chem.C,2015,3,2624",995,498,498,AIE,other,10.1039/c4tc02631d
1918,Si-tPE,,C(/C1=CC=CC=C1)(C(C=C2)=CC3=C2C(C=CC(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)=C7)=C7[Si]3(C8=CC=CC=C8)C9=CC=CC=C9)=C(C%10=CC=CC=C%10)/C%11=CC=CC=C%11,"J.Mater.Chem.C,2015,3,2624",843,496,498,AIE,other,10.1039/c4tc02631d
1919,Si-mTPE,,C1(C(C=C2)=CC3=C2C(C=CC(C4=CC=CC(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)=C4)=C8)=C8[Si]3(C9=CC=CC=C9)C%10=CC=CC=C%10)=CC=CC(/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)/C%13=CC=CC=C%13)=C1,"J.Mater.Chem.C,2015,3,2624",995,468,474,AIE,other,10.1039/c4tc02631d
1921,TPPM,,C[N+](C=C1)=CC=C1C(C=C2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3.F[B-](F)F.[F-],"ACSAppl.Mater.Interfaces2019,11,20715-20724",500.34,574,558,AIE,ICT,10.1021/acsami.9b04813
1922,DCQTB,,CC(C)(C)C1=C/C(C=C(/C=C/C2=CC(C(C)(C)CCN3C(C4)C)=C3C4=C2)O1)=C(C#N)/C#N,"TetrahedronLetters2019,60,1880每1884",425,,576,AIE,TICT,10.1016/j.tetlet.2019.06.007
1923,Cur-N-BF2,,COC1=C(O)C=CC(/C=C/C(O2)=CC(/C=C/C3=CC=C(O)C(OC)=C3)=NB2(F)F)=C1,"J.Mater.Chem.B,2019,7,2434-2441",414,572,540,AIE,TICT,10.1039/c9tb00121b
1924,IND,,O=C(C1=CC=CC=C1C/2=O)C2=CC3=CC=C(N(CCCC)CCCC)C=C3,"Mater.Horiz.,2019,6,546-553",361,,639,AIE,TICT,10.1039/c8mh01293h
1925,TPE-AC,,C/C(C(C=C1)=CC=C1/C(C2=CC=CC=C2)=C(C3=CC=C(N(C)C)C=C3)/C4=CC=C(N(C)C)C=C4)=C(C#N)/C#N,"Chem.Commun.,2016,52,5957--5960",508,705,705,AIE,TICT,10.1039/c6cc01797e
1926,TPPCN,,FP(F)(F)(F)F.C[N+]1=CC=C(/C(C2=CC=C(/C(C3=CC=CC=C3)=C(C#N)/C#N)C=C2)=C(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C1.[F-],"J.Mater.Chem.B,2018,6,3894--3903",705,,606,AIE,TICT,10.1039/c8tb00572a
1927,TTPy,,C[N](C=C1)=CC=C1/C=C/C(S2)=CC=C2C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5.FP(F)(F)(F)F.[F-],"J.Am.Chem.Soc.2019,141,16781?16789",590.56,658,665,AIE,TICT,10.1021/jacs.9b07162
1928,TTFMN,,N#C/C(C#N)=C/C(O1)=CC=C1C(C=C2)=CC=C2N(C3=CC=CC=C3)C(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7,"Adv.Sci.2021,8,2100524",641,664,661,AIE,TICT,10.1002/advs.202100524
1933,TTFMN,,N#C/C(C#N)=C/C(O1)=CC=C1C(C=C2)=CC=C2N(C3=CC=CC=C3)C(C=C4)=CC=C4/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7,"Adv.Sci.2021,8,2100524",641.246,664,661,AIE,other,10.1002/advs.202100524
1934,DAdDMA,,O=C(CCCCCCCOC1=CC(C=O)=C(C=C1C=O)OCCCCCCCC(NC23CC4CC(CC(C3)C4)C2)=O)NC56CC7CC(CC(C6)C7)C5,"Adv.Sci.2020,7,2001909",717,479,515,AIE,other,10.1002/advs.202001909
1935,NH2-PEG-TTPy,,O=C(NCCOCCN)CC[N+](C=C1)=CC=C1/C=C/C(S2)=CC=C2C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5.[Br-],"Adv.Mater.2020,32,2003382",524.23,,,AIE,other,10.1002/adma.202003382
1936,TSSI,,N#C/C(C#N)=C1C2=C(C(/C/1=CC(S3)=CC=C3C4=CC=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)S4)=C(C#N)/C#N)C=CC=C2,"Adv.Mater.2020,32,2003210",661.139,,,AIE,other,10.1002/adma.202003210
1937,TPE-TTMN-TPA,,N#C/C(C#N)=CC(S1)=CC=C1C(C=C2)=CC=C2N(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C(C=C6)=CC=C6/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9,"ACSNano2021,15,10689?10699",825.046,770,712,AIE,other,10.1021/acsnano.1c03700
1938,MTTT-BT,,COC(C=C1)=CC=C1N(C2=CC=C(OC)C=C2)C(C=C3)=CC=C3C(S4)=CC=C4C5=CC=C(/C=C/C6=[N+](CC)C7=C(C=CC=C7)S6)S5.FP(F)(F)(F)F.[F-],"ACSAppl.Mater.Interfaces2020,12,26033-26040",802.85,,840,AIE,other,10.1021/acsami.0c06181
1939,TTVB,,CC[N+]1=C(SC2=C1C=CC=C2)/C=C/C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)S3.FP(F)(F)(F)F.[F-],"Biomaterials,2021,276,121007",660.68,,,AIE,other,10.1016/j.biomaterials.2021.121007
1940,MeOTTI,,O=C(C1=C(C/2=O)C=CC=C1)C2=CC(S3)=CC=C3C(C=C4)=CC=C4N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6,"Adv.Mater.2021,33,2103748",543.63,704,605,AIE,other,10.1002/adma.202103748
1941,TTT-4,,FP(F)(F)(F)F.CC[N+]1=C(/C=C/C2=CC=C(C(S3)=CC=C3C(C=C4)=CC=C4N(C5=CC=C(C=C5)OC)C(C=C6)=CC=C6OC)S2)SC7=C1C=CC=C7.[F-],"Biomaterials,2021,276,120892",802.85,,812,AIE,other,10.1016/j.biomaterials.2021.120892
1942,TBP,,CC[N+](C=C1)=CC=C1C(C2=NSN=C23)=CC=C3C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6.[Br-],"SmallMethods2022,6,2101247",565.53,,680,AIE,ESIPT,10.1002/smtd.202101247
1943,TPAP-C5-yne,,O=C(C#C)OCCCCC[N+](C=C1)=CC=C1C(C=C2)=CC=C2N(C3=CC=CC=C3)C4=CC=CC=C4.[Br-],"Chem.Sci.,2022,13,2965每2970",541.49,,600,AIE,TICT,10.1039/D1SC06336G
1944,QLZ,,O=C(OC)C1=C2N(C(C(OC)=O)C(C(OC)=O)=C1C(OC)=O)C=CC=C2,"Angew.Chem.Int.Ed.2022,61,e202117709",363,,605,AIE,other,10.1002/anie.202117709
1945,TPA-QLZ,,O=C(OC)C1=C2N(C(C(OC)=O)C(C(OC)=O)=C1C(OC)=O)C=CC(C(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5)=C2,"Angew.Chem.Int.Ed.2022,61,e202117709",606,,619,AIE,other,10.1002/anie.202117709
1947,DPIEAuF,,FC1=C(F)C(F)=C(F)C(F)=C1[Au]C#[N]C(C(C2=CC=CC=C2)[N]#C[Au]C3=C(F)C(F)=C(F)C(F)=C3F)C4=CC=CC=C4,"J.Am.Chem.Soc.2020,142,14608?14618",960,,504,AIE,other,10.1021/jacs.0c06305
1948,(S)-1,,FC1=C(F)C(F)=C(F)C(F)=C1[Au]C#[N]C(C=C2)=CC=C2OC3=C(C4=C(OC5=CC=C([N]#C[Au]C6=C(F)C(F)=C(F)C(F)=C6F)C=C5)C=CC7=CC=CC=C74)C8=CC=CC=C8C=C3,"ACSNano2019,13,3618?3628",1216,,560,AIE,other,10.1021/acsnano.9b00218
1949,(R)-1,,FC1=C(F)C(F)=C(F)C(F)=C1[Au]C#[N]C(C=C2)=CC=C2OC3=C(C4=C(OC5=CC=C([N]#C[Au]C6=C(F)C(F)=C(F)C(F)=C6F)C=C5)C=CC7=CC=CC=C74)C8=CC=CC=C8C=C3,"ACSNano2019,13,3618?3628",1216,,560,AIE,other,10.1021/acsnano.9b00218
1950,TPE-TTPy-Au,,FC1=C(F)C(F)=C(F)C(F)=C1[Au][N](C=C2)=CC=C2/C(C#N)=C/C(S3)=CC=C3C(C=C4)=CC=C4N(C5=CC=CC=C5)C(C=C6)=CC=C6C(C=C7)=CC=C7/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)/C%10=CC=CC=C%10,"Adv.Funct.Mater.2022,32,2108199",1150,,628,AIE,TICT,10.1002/adfm.202108199
1951,TPE-TTPy-Au,,FC1=C(F)C(F)=C(F)C(F)=C1[Au][N](C=C2)=CC=C2/C(C#N)=C/C(S3)=CC=C3C(C=C4)=CC=C4N(C5=CC=CC=C5)C(C=C6)=CC=C6C(C=C7)=CC=C7/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)/C%10=CC=CC=C%10,"Adv.Funct.Mater.2022,32,2108199",1149,,628,AIE,TICT,10.1002/adfm.202108199
1952,TPEIPAu,,C[N+]1=C([Au]P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)N(C=C1)C(C=C5)=CC=C5/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=CC=CC=C8.FP(F)(F)(F)F.[F-],"Angew.Chem.Int.Ed.2020,59,7097-7105",1017,,470,AIE,other,10.1002/anie.202000048
1953,TPEIPAu,,C[N+]1=C([Au]P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)N(C=C1)C(C=C5)=CC=C5/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=CC=CC=C8.FP(F)(F)(F)F.[F-],"Angew.Chem.Int.Ed.2020,59,7097��?105",1200,,470,AIE,other,10.1002/anie.202000048
1958,CBA-C4H9,,O=C(CCCC)C(C=C1)=CC=C1N(C2=CC=CC=C23)C4=C3C=CC=C4,"Small2021,2005449",327.427,,420,AIE,ICT,10.1002/smll.202005449
1961,SA-4CO2Na,,OC1=CC=C(CN(CC(O[Na])=O)CC(O[Na])=O)C=C1/C=N/N=C/C2=CC(CN(CC(O[Na])=O)CC(O[Na])=O)=CC=C2O,"ACSAppl.Mater.Interfaces2018,10,14410?14417",618,539,541,AIE,ESIPT,10.1021/acsami.8b00952
1962,TPA-TQ1,,C1(N(C2=CC=CC=C2)C3=CC=C(C4=C(N=CC=N5)C5=C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)C9=NSN=C94)C=C3)=CC=CC=C1,"Angew.Chem.2021,133,21215-21223",674.826,,820,AIE,TICT,10.1002/ange.202109048
1963,TPA-TQ2,,C1(N(C2=CC=CC=C2)C3=CC=C(C4=C(N=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=N7)C7=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C%11=NSN=C%114)C=C3)=CC=CC=C1,"Angew.Chem.2021,133,21215-21223",827.022,,820,AIE,TICT,10.1002/ange.202109048
1964,TPA-TQ3,,C1(N(C2=CC=CC=C2)C3=CC=C(C4=C(N=C(C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)/C8=CC=CC=C8)C=C5)C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C9)=N%13)C%13=C(C%14=CC=C(N(C%15=CC=CC=C%15)C%16=CC=CC=C%16)C=C%14)C%17=NSN=C%174)C=C3)=CC=CC=C1,"Angew.Chem.2021,133,21215-21223",1335.686,,820,AIE,TICT,10.1002/ange.202109048
1965,TPR,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(/C=C5C(N(CC(O)=O)C(S5)=S)=O)C=C4)C=C1,"ACSNano2020,14,5121?5134",593.712,,627,AIE,TICT,10.1021/acsnano.0c02197
1966,TPE-PR-COOH,,COC(C=C1)=CC=C1/C(C2=CC=C(OC)C=C2)=C(C3=CC=C(C4=CC=C(/C=C5C(N(CC(O)=O)C(S/5)=S)=O)C=C4)C=C3)/C6=CC=CC=C6,"SciChinaChem,2020,63:1428-1434",699.81,,624,AIE,TICT,10.1007/s11426-020-9846-4
1967,2DMTT-TBZ,,CN(C)C(C=C1)=CC=C1/C(C2=CC=C(N(C)C)C=C2)=C(C3=CC=CC=C3)C4=CC=C(C5=CC(CCCCCCCC)=C(C6=C(N=S=N7)C7=C(C(S8)=C(CCCCCCCC)C=C8C(C=C9)=CC=C9/C(C%10=CC=CC=C%10)=C(C%11=CC=C(N(C)C)C=C%11)/C%12=CC=C(N(C)C)C=C%12)C%13=NN(CC(CCCC)CC)N=C%136)S5)C=C4,"Adv.HealthcareMater.2021,2101063",1511.209,,,AIE,TICT,10.1002/adhm.202101063
1968,2DMTT-BBTD,,CN(C)C(C=C1)=CC=C1/C(C2=CC=C(N(C)C)C=C2)=C(C3=CC=CC=C3)C4=CC=C(C5=CC(CCCCCCCC)=C(C6=C(N=S=N7)C7=C(C(S8)=C(CCCCCCCC)C=C8C(C=C9)=CC=C9/C(C%10=CC=CC=C%10)=C(C%11=CC=C(N(C)C)C=C%11)/C%12=CC=C(N(C)C)C=C%12)C%13=NSN=C%136)S5)C=C4,"Adv.HealthcareMater.2021,2101063",1416.038,,,AIE,TICT,10.1002/adhm.202101063
1969,TPE-T-RO,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(CC)C(S/6)=O)=O)S5)C=C4)C=C1,"Adv.Mater.2022,34,2106994",629.789,,578,AIE,TICT,10.1002/adma.202106994
1970,TPE-T-RS,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(CC)C(S/6)=S)=O)S5)C=C4)C=C1,"Adv.Mater.2022,34,2106994",645.85,,633,AIE,TICT,10.1002/adma.202106994
1971,TPE-T-RCN,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C=C6C(N(CC)/C(S/6)=C(C#N)C#N)=O)S5)C=C4)C=C1,"Adv.Mater.2022,34,2106994",677.837,,660.999,AIE,TICT,10.1002/adma.202106994
1972,TPE-TV-CyP,,COC1=CC=C(C=C1)/C(C2=CC=C(C=C2)OC)=C(C3=CC=C(C=C3)C4=CC=C(S4)/C=C(C5=CC=C(C=C5)C6=CC=[N+](C=C6)C)C#N)/C7=CC=CC=C7.FP(F)(F)(F)F.[F-],"J.Am.Chem.Soc.2022,144,3429?3441",883.849,,643,AIE,TICT,10.1021/jacs.1c11455
1973,TPAP-BB,,C1(N(C2=CC=C(C3=[N]4C=CC=C3)C(B4(C5=CC=CC=C5)C6=CC=CC=C6)=C2)C7=CC=CC=C7)=CC=CC=C1,"Chem.Mater.2018,30,7892?7901",486.425,,485,AIE,other,10.1021/acs.chemmater.8b03495
1975,IND-TPA,,O=C1C2=C(C=CC=C2)C(/C1=CC(C=C3)=CC=C3N(C4=CC=CC=C4)C5=CC=CC=C5)=O,"Chem.Commun.,2017,53,921-924.",401,,612,AIE,TICT,10.1039/c6cc09471f
1977,DPA-TPE-SCP,,N#C/C(C1=CC=C(C2=CC=[N+](C)C=C2)C=C1)=CC(C=C3)=CC=C3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C(C=C6)=CC=C6N(C7=CC=CC=C7)C8=CC=CC=C8.F[P-](F)(F)(F)(F)F,"CCSChemistry,2022,4(2):501-514.",863.28,,,AIE,ICT,10.31635/ccschem.021.202101458
1978,DPA-TPE-SCP,,N#C/C(C1=CC=C(C2=CC=[N+](C)C=C2)C=C1)=CC(C=C3)=CC=C3/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C(C=C6)=CC=C6N(C7=CC=CC=C7)C8=CC=CC=C8.F[P-](F)(F)(F)(F)F,"CCSChemistry,2022,4(2):501-514.",863.28,,,AIE,ICT,10.31635/ccschem.021.202101458
1979,TPA-2Ph-SCP,,C[N+](C=C1)=CC=C1C(C=C2)=CC=C2/C([N+]#[C-])=C/C(C=C3)=CC=C3/C=C(C4=CC=CC=C4)/C(C=C5)=CC=C5N(C6=CC=CC=C6)C7=CC=CC=C7,"CCSChemistry,2022,4(2):501-514.",642.29,,,AIE,ICT,10.31635/ccschem.021.202101458
1980,TPA-Ph-SCP,,C[N+](C=C1)=CC=C1C(C=C2)=CC=C2/C([N+]#[C-])=C/C(C=C3)=CC=C3/C=C/C(C=C4)=CC=C4N(C5=CC=CC=C5)C6=CC=CC=C6,"CCSChemistry,2022,4(2):501-514.",566.25,,,AIE,ICT,10.31635/ccschem.021.202101458
1981,"2,4,6-TMe-DPE",,CC1=C(/C=C/C2=C(C)C=C(C)C=C2C)C(C)=CC(C)=C1,"Mater.Chem.Front.,2019,3,1143-1150.",264.188,,370,AIE,neutral aromatic,10.1039/c9qm00156e
1982,TPM,,C1(C(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,"J.Am.Chem.Soc.2021,143,9565?9574.",244,,400,AIE,clusterluminescence,10.1021/jacs.1c03882
1983,TPM-MO,,COC1=CC=C(C(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)C=C1,"J.Am.Chem.Soc.2021,143,9565?9574.",334,,440,AIE,neutral aromatic,10.1021/jacs.1c03882
1984,TPM-DMA,,CN(C)C1=CC=C(C(C2=CC=C(N(C)C)C=C2)C3=CC=C(N(C)C)C=C3)C=C1,"J.Am.Chem.Soc.2021,143,9565?9574.",373,,460,AIE,ESIPT,10.1021/jacs.1c03882
1985,AIE-R,,C[N+](C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3.F[P-](F)(F)(F)(F)F,"Adv.Mater.2021,33,2105418",590.13,668,665,AIE,ICT,10.1002/adma.202105418
1986,AIE-G,,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C(/C(C4=CC=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)C=C4)=C(C8=CC=C(C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C9)C=C8)/C%12=CC=C(C%13=CC=C(N(C%14=CC=CC=C%14)C%15=CC=CC=C%15)C=C%13)C=C%12)C=C1,"Adv.Mater.2019,31,1902365",1228.54,501,544,AIE,ESIPT,10.1002/adma.201902365
1987,AIE-Y,,CC[N+](C=C1)=CC=C1C(C=C2)=CC=C2/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=CC=C5.[Br],"Adv.Mater.2021,33,2105418",517.14,,,AIE,ICT,10.1002/adma.202105418
1988,AIE-Y,,[O]C1=C(C2=C(C=CC=C3)C3=CC=C2[O])C4=CC=CC=C4C=C1.CC5=C(C)C(C#N)=C(N6C(C=CC(C(C)(C)C)=C7)=C7C8=C6C=CC(C(C)(C)C)=C8)C(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)=C5C#N,"Adv.Mater.2019,31,1902365",882.39,538,530,AIE,TICT,10.1002/adma.201902365
1989,AIE-O,,[O]C1=C(C2=C(C=CC=C3)C3=CC=C2[O])C4=CC=CC=C4C=C1.CC5=C(C)C(C#N)=C(F)C(N(C6=C7C=CC=C6)C8=C(C7(C)C)C=CC=C8)=C5C#N,"Adv.Mater.2019,31,1902365",665.24,580,585,AIE,TICT,10.1002/adma.201902365
1990,AIE-R,,C/C(C1=CC=C(N(C2=CC=CC=C2)C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C3)C=C1)=C(C#N)C(C=C7)=CC=C7N(C8=CC=CC=C8)C(C=C9)=CC=C9/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12,"Adv.Mater.2019,31,1902365",1061.47,663,671,AIE,TICT,10.1002/adma.201902365
1991,BTPE-C4,,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(OCCCCOC4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C4)C=C3)C8=CC=CC=C8)=CC=CC=C1,"Adv.Funct.Mater.2018,28,1707210",750.3,,471,AIE,ESIPT,10.1002/adfm.201707210
