id,code,AggIndex,SMILES,reference,molecular_weight,emission_solid,emission_aggr,features_id,mechanism_id,doi
1,TPE-IQ-2O,1,CCC[n+]6cc4ccc(/C(=C(c1ccc(OC)cc1)\c2ccc(OC)cc2)c3ccccc3)cc4c(c5ccccc5)c6c7ccccc7,"Chem. Sci., 2017, 8, 1822-1830",725.31,620,,AIE,ICT,
2,DBA-AM,2,CCCCN(CCCC)c1ccc(/C=N/C(C#N)=C(N)/C#N)cc1,"J. Mater. Chem. C, 2016, 4,10430-10434",323.43,621,,AIE,ICT,
3,DMA-AM,3,CN(C)c1ccc(/C=N/C(C#N)=C(N)/C#N)cc1,"J. Mater. Chem. C, 2016, 4,10430-10434",239.28,576,515,AIE,ICT,
4,DEAH-AM,4,CCN(CC)c1ccc(/C=N/C(C#N)=C(N)/C#N)c(O)c1,,283.33,651,504,AIE,ICT,
5,TTE,5,c4csc(/C(=C(c1cccs1)/c2cccs2)c3cccs3)c4,"Chem. Sci.2017, 8, 2629 - 2639",356.5,413,410,AIE,neutral aromatic,
6,TFE,6,c4coc(/C(=C(c1ccco1)/c2ccco2)c3ccco3)c4,,292,499,489,AIE,neutral aromatic,
7,SL-TTE,7,c5csc(c3c(c1cccs1)c2sccc2c4ccsc34)c5,"Chem. Sci.2017, 8, 2629 - 2639",354.5,,380,AIE,neutral aromatic,
12,HCA,12,CN(C)c2ccc(/C=C/C(=O)c1ccccc1O)cc2,"ACS Appl. Mater. Interfaces 2014, 6, 17245?17254",267.13,680,640,AIE,ESIPT+ICT/TICT,
13,DPI-B,13,Cn4c(/C=C(c1ccccc1)/c2ccccc2)nc(c3ccccc3)c4c5ccccc5,"Adv. Funct. Mater. 2016, 26, 824每832",412.19,475,,AIE,neutral aromatic,
14,DPI-A,14,Cn3c(/C=C(C#N)/c1ccccc1)nc(c2ccccc2)c3c4ccccc4,"Adv. Funct. Mater. 2016, 26, 824每832",361.16,500,,AIE,ICT,
15,DPI-BP,15,Cn4c(/C=C(c1ccccc1)/c2cc[n+](C)cc2)nc(c3ccccc3)c4c5ccccc5,"Adv. Funct. Mater. 2016, 26, 824每832",429.22,616,,AIE,ICT,
16,DPI-In,16,Cn4c(/C=C/C2=[N+](C)c1ccccc1C2(C)C)nc(c3ccccc3)c4c5ccccc5,"Adv. Funct. Mater. 2016, 26, 824每832",418.23,642,,AIE,ICT,
17,TPE-IPB,17,CC7(C)OB(c6ccc(COc1ccccc1/C=N/c5ccc(/C(=C(c2ccccc2)/c3ccccc3)c4ccccc4)cc5)cc6)OC7(C)C,"Adv. Mater. 2016, 28, 7249每7256 ",451.2,538,538,AIE,neutral aromatic,
18,TPE-Tetrazole-1,18,c5ccc(/C(=C(c1ccccc1)\c3ccc(c2nnn[nH]2)cc3)c4ccccc4)cc5,,400.18,,480,AIE,neutral aromatic,
19,TPE-Tetrazole-2,19,c6ccc(/C(=C(c2ccc(c1nnn[nH]1)cc2)/c4ccc(c3nnn[nH]3)cc4)c5ccccc5)cc6,,468.18,475,,AIE,neutral aromatic,
20,TPE-Tetrazole-4,20,c2cc(c1nnn[nH]1)ccc2/C(=C(c4ccc(c3nnn[nH]3)cc4)/c6ccc(c5nnn[nH]5)cc6)c8ccc(c7nnn[nH]7)cc8,,604.26,484,,AIE,neutral aromatic,
21,ESIPT-N3,21,N#N=NCCOc4ccc(/C=N/N=c2c1ccccc1c3ccccc23)c(O)c4,,383.41,550,,AIE,ESIPT,
22,CM-b,22,c8ccc(/C(=C(c1ccccc1)/c6ccc(c4nc(c2ccccc2)c(c3ccccc3)nc4c5ccccc5)cc6)c7ccccc7)cc8,,638.8,481,,AIE,neutral aromatic,
23,CM-d,23,c8ccc(/C(=C(c1ccccc1)/c6cccc(c4nc(c2ccccc2)c(c3ccccc3)nc4c5ccccc5)c6)c7ccccc7)cc8,,638.8,477,,AIE,neutral aromatic,
24,CM-e,24,c8ccc(/C(=C(c1ccccc1)/c2ccccc2c5nc(c3ccccc3)c(c4ccccc4)nc5c6ccccc6)c7ccccc7)cc8,,638.8,475,,AIE,neutral aromatic,
25,CM-c,25,N#C/C(C#N)=C\c6ccc(c5ccc(c3nc(c1ccccc1)c(c2ccccc2)nc3c4ccccc4)cc5)cc6,,536.6,510,,AIE,ICT,
26,CM-f,26,N#C/C(C#N)=C\c6ccc(c5ccc(c3nc(c1ccccc1)c(c2ccccc2)nc3c4ccccc4)cc5)s6,,542.7,550,,AIE,ICT,
27,CM-i,27,N#Cc9nc(c4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)cc4)c(c8ccc(c7ccc(N(c5ccccc5)c6ccccc6)cc7)cc8)nc9C#N,,768.9,630,,AIE,ICT,
28,TriPCE,28,COc3ccc(/C(=C(C#N)\c1ccccc1)c2ccccc2)cc3,"Macromolecules, 2016, 49, 8888每8898 ",311.38,490,490,AIE,ICT,
29,Ryan1,29,C[N+](C)(C)CCCCCCC8(CCCCCC[N+](C)(C)C)c1ccccc1c7cc(/C(=C(c2ccccc2)/c3ccc5c(c3)c4ccccc4C5(CCCCCC[N+](C)(C)C)CCCCC[N+](C)(C)C)c6ccccc6)ccc78,"J. Mater. Chem. B, 2014,2, 4134-4141",1397.34,,520,AIE,neutral aromatic,
30,Ryan2,30,O=P([O-])([O-])Oc4ccc(/C(=C(c1ccccc1)/c2ccc(OP(=O)([O-])[O-])cc2)c3ccccc3)cc4,"ACS Appl. Mater. Interfaces 2013, 5, 8784?8789",524.1,,480,AIE,neutral aromatic,
31,TPE-C,31,O=N(=O)c1ccccc1COc6ccc(c5ccc(/C(=C(c2ccccc2)/c3ccccc3)c4ccccc4)cc5)cc6,,,,,AIE,neutral aromatic,
32,ASCP,32,CN(C)c3ccc(/C=C(C#N)/c2ccc(c1cc[n+](C)cc1)cc2)cc3,"J. Mater. Chem. B, 2016, 4, 2614-2619",340.18,,650,AIE,ICT,
33,ASCP-2P,33,C[n+]5ccc(c4ccc(/C(C#N)=C/c3ccc(N(c1ccccc1)c2ccccc2)cc3)cc4)cc5,,464.2133,,620,AIE,ICT,
34,ASCP-TPA,34,C[n+]6ccc(c5ccc(/C(C#N)=C/c4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)cc4)cc5)cc6,,540.2458,,620,AIE,ICT,
35,2ASCP-TPA,35,C[n+]6ccc(c5ccc(/C(C#N)=C(C#N)/c4ccc(c3ccc(N(c1ccccc1)c2ccccc2)cc3)cc4)cc5)cc6,,565.2332,,720,AIE,ICT,
36,ASCP-PZ,36,C[n+]4ccc(c3ccc(/C(C#N)=C(C#N)/c2ccc(N1CC[N+](C)(C)CC1)cc2)cc3)cc4,"Adv. Funct. Mater., 2014, 24, 635-643; Chem. Commun., 2015, 51, 7321-7324.",1130,,610,AIE,TICT,
37,TTB,37,C1(C2=CC=C(N(C3=CC=CC=C3)C4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)/C7=CC=CC=C7)C=C4)C=C2)=CC=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=C(/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)/C%13=CC=CC=C%13)C=C%10)C=C8)C%14=NSN=C1%14,"Adv. Funct. Mater., 2014, 24, 635-643; Chem. Commun., 2015, 51, 7321-7324.",1230,617,609,AIE,ICT,
38,TNB,38,C1(C2=CC=C(N(C3=CC=CC4=C3C=CC=C4)C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)/C8=CC=CC=C8)C=C5)C=C2)=CC=C(C9=CC=C(N(C%10=CC=CC%11=C%10C=CC=C%11)C%12=CC=C(/C(C%13=CC=CC=C%13)=C(C%14=CC=CC=C%14)/C%15=CC=CC=C%15)C=C%12)C=C9)C%16=NSN=C1%16,"J. Mater. Chem. C, 2014, 2, 3756每3761",918,617,604,AIE,ICT,
39,TPE-NPB,39,C1(/C(C2=CC=C(C3=CC=C(N(C4=C(C=CC=C5)C5=CC=C4)C6=CC=CC=C6)C=C3)C=C2)=C(C7=CC=CC=C7)\C8=CC=C(C9=CC=C(N(C%10=CC=CC%11=C%10C=CC=C%11)C%12=CC=CC=C%12)C=C9)C=C8)=CC=CC=C1,"Adv. Funct. Mater., 2012, 22, 771-779. ",1343,506,505,AIE,ICT,
40,TPE-TPA-DCM (TTD),40,N#C/C(C#N)=C1C=C(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=C(C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)/C8=CC=CC=C8)C=C5)C=C4)C=C2)OC(/C=C/C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=C(C%12=CC=C(/C(C%13=CC=CC=C%13)=C(C%14=CC=CC=C%14)/C%15=CC=CC=C%15)C=C%12)C=C%11)C=C9)=C/1,"Sci. Rep., 2013, 3, 1150",1072,,660,AIE,ICT,
41,TPE-TPA-FN(TTF),41,N#C/C(c1ccc(N(c2ccccc2)c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)cc1)=C(c7ccc(N(c8ccccc8)c9ccc(/C(c%10ccccc%10)=C(c%11ccccc%11)/c%12ccccc%12)cc9)cc7)/C#N,"Adv. Healthcare Mater., 2015, 4, 2667-2676. ",1234,663,671,AIE,ICT,
42,DPBA-TPE,42,COc1c(/C=C(c2ccc(N(c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)c7ccccc7)cc2)\C#N)cc(OC)c(/C=C(C#N)/c8ccc(N(c9ccc(/C(c%10ccccc%10)=C(c%11ccccc%11)/c%12ccccc%12)cc9)c%13ccccc%13)cc8)c1,,1465,,624,AIE,ICT,
43,TTS,43,c1(c2ccc(N(c3ccc(N(c4ccccc4)c5ccccc5)cc3)c6ccc(/C(c7ccccc7)=C(c8ccccc8)/c9ccccc9)cc6)cc2)c%10nsnc%10c(c%11ccc(N(c%12ccc(N(c%13ccccc%13)c%14ccccc%14)cc%12)c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)/c%18ccccc%18)cc%15)cc%11)cc1,,1513,636,636,AIE,ICT,
44,TTSe,44,c1(c2ccc(N(c3ccc(N(c4ccccc4)c5ccccc5)cc3)c6ccc(/C(c7ccccc7)=C(c8ccccc8)/c9ccccc9)cc6)cc2)c%10n[se]nc%10c(c%11ccc(N(c%12ccc(N(c%13ccccc%13)c%14ccccc%14)cc%12)c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)/c%18ccccc%18)cc%15)cc%11)cc1,,502,665,665,AIE,ICT,
45,TM-s-TPE,45,Cc1c(C)cc(C(c2cc(C)c(C)cc2C)C(c3c(C)cc(C)c(C)c3)C4cc(C)C(C)cc4C)c(C)c1,,252,397,385,AIE,clusterluminescence,
46,DPM-TM,46,Cc1cc(C)c(C)cc1Cc2cc(C)c(C)cc2C,,266,401,400,AIE,clusterluminescence,
47,s-DPE-TM,47,Cc1cc(C)c(C)cc1CCc2cc(C)c(C)cc2C,,264,390,390,AIE,clusterluminescence,
48,DPE-TM,48,Cc1cc(C)c(C)cc1/C=C/c2cc(C)c(C)cc2C,,313,397,396,AIE,clusterluminescence,
49,TPh-TM,49,Cc1cc(C)c(C)cc1c2ccc(c3cc(C)c(C)cc3C)cc2,,314,337,345,AIE,clusterluminescence,
50,TPh-ME,50,Cc1cc(C)cc(C)c1c2ccc(c3c(C)cc(C)cc3C)cc2,,472,,336,AIE,clusterluminescence,
51,TPh-TM-DBr,51,Brc1cc(c2cc(C)c(C)cc2C)c(Br)cc1c3cc(C)c(C)cc3C,,418.2,,401,AIE,clusterluminescence,
52,TPE-TMX,52,CN(C)CCOc1ccc(/C(c2ccccc2)=C(c3ccccc3)/c4ccccc4)cc1,"Nanoscale, 2016, 8, 12520每12523",423.2243,480,,AIE,neutral aromatic,
53,TPE-PY-N3,53,[N-]=[N+]=NCCCC[n+]1ccc(/C=C/c2ccc(/C(c3ccccc3)=C(c4ccccc4)\c5ccccc5)cc2)cc1,"J. Mater. Chem. B, 2015, 3, 4993 ",,618,,AIE,neutral aromatic,
60,p-TPE-RNS,60,CCN(CC)c1cc2c(C3(N(NC(Nc4ccccc4)=S)C(c5ccc(c6ccc(/C(c7ccccc7)=C(c8ccccc8)/c9ccccc9)cc6)cc53)=O)c%10ccc(N(CC)CC)cc%10O2)cc1,"Chem. Sci., 2017,8, 2047-2055",921,480,480,AIE,TICT,
61,m-TPE-RNS,61,CCN(CC)c1cc2c(C3(N(NC(Nc4ccccc4)=S)C(c5cc(c6ccc(/C(c7ccccc7)=C(c8ccccc8)/c9ccccc9)cc6)ccc53)=O)c%10ccc(N(CC)CC)cc%10O2)cc1,"Chem. Sci., 2017,8, 2047-2055",921,485,485,AIE,TICT,
64,BMO,64,O=C1OC(C)=N/C1=C\c2ccccc2,,187.198,506,,AIE,ICT,
65,BMO-PH,65,O=C1OC(C)=N/C1=C\c2ccc(c3ccccc3)cc2,,263.296,527,,AIE,ICT,
66,BMO-PF,66,O=C1OC(C)=N/C1=C\c2cc3c(c4ccccc4C3)cc2,,275.309,548,,AIE,ICT,
67,BMO-PM,67,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(OC)cc3)cc2,,293.322,542,,AIE,ICT,
68,BMO-PC,68,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(C#N)cc3)cc2,,288.306,524,,AIE,ICT,
69,TPE-BMO,69,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)cc2,,517.628,540,504,AIE,ICT,
70,TPA-BMO,70,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc2,,430.507,635,578,AIE,ICT,
71,DM-TPE-DMO,71,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(/C(c4ccccc4)=C(c5ccc(OC)cc5)/c6ccc(OC)cc6)cc3)cc2,,577.68,550,555,AIE,ICT,
72,TPE-PA,72,O=Cc1ccc(c2ccc(/C(c3ccccc3)=C(c4ccccc4)/c5ccccc5)cc2)cc1,,436.554,480,488,AIE,ICT,
73,DM-TPE-PA,73,O=Cc1ccc(c2ccc(/C(c3ccccc3)=C(c4ccc(OC)cc4)/c5ccc(OC)cc5)cc2)cc1,,496.606,503,524,AIE,ICT,
74,Naph-BMO,74,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(OC)c4ccccc43)cc2,,343.382,560,519,AIE,ICT,
75,Naph-PA,75,COc1ccc(c2ccc(C=O)cc2)c3ccccc31,,262.308,427,449,AIE,ICT,
76,TPA-BI,76,O=C1N(CCC)C(C)=N/C1=C\c2ccc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc2,,471.604,,570,AIE,ICT,
77,IQ-DPA,77,CCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(c4ccccc4)c5ccccc5)cc6)c6c1.F[B-](F)(F)F,,578.4616,530,590,AIE,ICT,
78,IQ-Naph,78,COc1c2ccccc2c(c3ccc4c[n+](CCC)c(c5ccccc5)c(c6ccccc6)c4c3)cc1.F[B-](F)(F)F,,567.4346,474,560,AIE,ICT,
79,IQ-TPA,79,F[B-](F)(F)F.CCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc7)c7c1,,654.5596,560,630,AIE,ICT,
80,IQ-TPA-Oley,80,F[B-](F)(F)F.CCCCCCCC/C=C\CCCCCCCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc7)c7c1,,862.9486,600,600,AIE,ICT,
81,IQ-DMA,81,F[B-](F)(F)F.CCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(C)C)cc4)c4c1,,454.3196,507,,AIE,ICT,
82,IQ-DPA-MePh,82,CCC[n+]1c(c2ccccc2)c(C)c(cc(N(c3ccccc3)c4ccccc4)cc5)c5c1.F[B-](F)(F)F,,516.3906,520,576,AIE,ICT,
83,IQ-DPA-Naph,83,F[B-](F)(F)F.CCC[n+]1c(c2c3ccccc3ccc2)c(c4cccc5ccccc45)c(cc(N(C6=CC=CC=C6)C7=CC=CC=C7)cc8)c8c1,,678.5816,520,589,AIE,ICT,
84,IQ-DPA-Ph,84,FB(F)F.N(c1ccccc1)(c2ccccc2)c3ccc4c[n+](c5ccccc5)c(c6ccccc6)c(c7ccccc7)c4c3.[F-],,612.4786,594,594,AIE,ICT,
85,IQ-DPA-C6,85,CCCCCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(c4ccccc4)c5ccccc5)cc6)c6c1.FB(F)F.[F-],,620.5426,530,,AIE,ICT,
86,IQ-DPA-C10,86,CCCCCCCCCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(c4ccccc4)c5ccccc5)cc6)c6c1.FB(F)F.[F-],,676.6506,530,,AIE,ICT,
87,AIE-SRS-Mito,87,CC[n+]1ccc(c2ccc(/C(C#N)=C/c3ccc(C#Cc4ccccc4)cc3)cc2)cc1.F[P-](F)(F)(F)(F)F,,556.4922,,,AIE,ICT,
88,TA-DTPE,88,CCN(CC)c1ccc(/C(c2ccc(N(CC)CC)cc2)=C(c3ccc(C#CC#CC#CC#Cc4ccc(/C(c5ccccc5)=C(c6ccc(N(CC)CC)cc6)/c7ccc(N(CC)CC)cc7)cc4)cc3)/c8ccccc8)cc1,,1043,630,,AIE,TICT,
89,TP-TPDI-1,89,O=C(c1ccc(c2ccc(C(N(CC(CCCC)CC)C3=O)=O)c4c3ccc5c24)c6c5c(c7ccc(/C(c8ccc(c9cc(C(N(CC(CCCC)CC)C%10=O)=O)c%11c%10ccc%12c%11c9c%13c%14c%12ccc(C(N(CC(CCCC)CC)C%15=O)=O)c%14c%15cc%13)cc8)=C/c%16ccc(c%17cc%18c%19c(C(N(CC(CC)CCCC)C%18=O)=O)ccc%20c%19c%17c%21ccc(C(N(CC(CC)CCCC)C%22=O)=O)c%23c%22ccc%20c%21%23)cc%16)cc7)cc%24c61)N(CC(CCCC)CC)C%24=O,,2094,680,,AIE,neutral aromatic,
90,TP-TPDI-2,90,O=C(c1ccc(c2ccc(C(N(CC(CCCCCCCC)CCCCCC)C3=O)=O)c4c3ccc5c24)c6c5c(c7ccc(/C(c8ccc(c9cc(C(N(CC(CCCCCC)CCCCCCCC)C%10=O)=O)c%11c%10ccc%12c%11c9c%13c%14c%12ccc(C(N(CC(CCCCCCCC)CCCCCC)C%15=O)=O)c%14c%15cc%13)cc8)=C/c%16ccc(c%17cc%18c%19c(C(N(CC(CCCCCCCC)CCCCCC)C%18=O)=O)ccc%20c%19c%17c%21ccc(C(N(CC(CCCCCCCC)CCCCCC)C%22=O)=O)c%23c%22ccc%20c%21%23)cc%16)cc7)cc%24c61)N(CC(CCCCCCCC)CCCCCC)C%24=O,,2767,680,,AIE,neutral aromatic,
108,CSPP-NHS,108,C[N+](CC1)(C)CCN1c2ccc(/C=C(C#N)/c3ccc(c4cc[n+](CCCC(ON5C(CCC5=O)=O)=O)cc4)cc3)cc2,,833.1,610,620,AIE,ICT,
109,CSMPP,109,CN(CC1)CCN1c2ccc(/C=C(C#N)/c3ccc(c4ccncc4)cc3)cc2,"Chem. Commun., 2015, 51, 9022",380.2,,,AIE,ICT,
110,TPE-Py-NCS,110,S=C=NCCCC[n+]1ccc(/C=C/c2ccc(/C(c3ccccc3)=C(c4ccccc4)/c5ccccc5)cc2)cc1.F[P-](F)(F)(F)(F)F,,694,,598,AIE,neutral aromatic,
134,TPE-ring,134,c1(/C(c2ccccc2)=C(c3ccccc3)/c4ccc(B5OB(c6ccc(/C(c7ccccc7)=C(c8ccccc8)\c9ccccc9)cc6)OB(c%10ccc(/C(c%11ccccc%11)=C(c%12ccccc%12)\c%13ccccc%13)cc%10)O5)cc4)ccccc1,,1074,,,AIE,neutral aromatic,
135,Startrek-1,135,c1(c2ccc(c(n3)c(c4ccc(c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc4)nc8c3nsn8)cc2)ccc(N(c9ccccc9)c%10ccccc%10)cc1,,776,,670,AIE,ICT,
136,Startrek-2,136,c1(c2ccc(c3nc4c(c5ccc(N(c6ccccc6)c7ccccc7)cc5)c8c(nsn8)c(c9ccc(N(c%10ccccc%10)c%11ccccc%11)cc9)c4nc3c%12ccc(c%13ccc(N(c%14ccccc%14)c%15ccccc%15)cc%13)cc%12)cc2)ccc(N(c%16ccccc%16)c%17ccccc%17)cc1,,1312,,940,AIE,ICT,
137,Lyh40,137,N#C/C(C#N)=C1c2ccccc2CC\1=C/c3ccc(N(c4ccccc4)c5ccccc5)cc3,,435.174,671,680,AIE,neutral aromatic,
138,TPE-APT,138,Cc1nnn(Cc2ccc(/C(c3ccccc3)=C(c4ccccc4)\c5ccccc5)cc2)c1,,23759.3,,420,AIE,neutral aromatic,
139,BB_067,139,c1(/C(c2ccc(C3=NN=NN3)cc2)=C(c4ccc(C5=NN=NN5)cc4)/c6ccccc6)ccccc1,,468.18,480,,AIE,neutral aromatic,
140,BB_062,140,c1(/C(C2=NN=NN2)=C(C3=NN=NN3)/c4ccccc4)ccccc1,,468.18,480,,AIE,neutral aromatic,
141,BB_068,141,c1(/C(c2ccc(C3=NN=NN3)cc2)=C(c4ccc(C5=NN=NN5)cc4)\c6ccccc6)ccccc1,,316.11,450,,AIE,neutral aromatic,
142,BB_066,142,O=C(c1ccc(/C(c2ccccc2)=C(c3ccc(C(O)=O)cc3)\c4ccccc4)cc1)O,,468.18,470,,AIE,neutral aromatic,
143,Abeta-16,143,CN(C)c1ccc(/C(c2ccccc2)=C/c3cc(OC)c(/C=C(c4ccc(N(C)C)cc4)\c5ccccc5)cc3OC)cc1,,420.02,,,AIE,neutral aromatic,
144,XS_025,144,N#C/C(c1c(C#N)cccc1)=C(/C/2=C(c3c(C#N)cccc3)/C#N)/C2=C(C#N)\c4c(C#N)cccc4,,580.3,527,527,AIE,neutral aromatic,
145,Bi_Tri_TPE,145,c1(/C(c2ccc([Bi](c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)c7ccc(/C(c8ccccc8)=C(c9ccccc9)/c%10ccccc%10)cc7)cc2)=C(c%11ccccc%11)/c%12ccccc%12)ccccc1,,456.11,,620,AIE,neutral aromatic,
146,Bi_Tri_PhOMe,146,COc1ccc([Bi](c2ccc(OC)cc2)c3ccc(OC)cc3)cc1,,1200.29,,460,AIE,neutral aromatic,
147,Di_Hydrazone,147,O=C(N/N=C/c1ccc(/C=N/NC(c2ccccc2)=O)cc1)c3ccccc3,,530.37,,420,AIE,neutral aromatic,
148,Pyren-Sal,148,Oc1c(/C=N/c2c3ccc4cccc(c4c35)ccc5cc2)cccc1,,370.14,,446,AIE,ESIPT,
149,DQ-1,149,Cc1cc2c(NC(c3ccccc3)(CCCC)C(c4ccccc4)=N2)cc1C,,368.22,535,540,AIE,neutral aromatic,
150,DQ-2,150,Cc1cc2c(NC(c3ccc(C)cc3)(CCCC)C(c4ccc(C)cc4)=N2)cc1C,,396.25,530,528,AIE,neutral aromatic,
151,DQ-3,151,CCCCC(C(c1ccc(C)cc1)=N2)(c3ccc(C)cc3)Nc4c2cccc4,,368.23,529,519,AIE,neutral aromatic,
152,DQ-4,152,CCCCC(C(c1ccc(C2=CC=CC=C2)cc1)=N3)(c4ccc(C5=CC=CC=C5)cc4)Nc6c3cccc6,,492.25,528,541,AIE,neutral aromatic,
156,Bnpy-TPA,156,N#C/C(c1ccc(c2cc[n+](Cc3ccccc3)cc2)cc1)=C\c4ccc(N(c5ccccc5)c6ccccc6)cc4.[Br],,619.16,,,AIE,ICT,
157,phosphoniumpy-TPA,157,N#C/C(=C\c3ccc(N(c1ccccc1)c2ccccc2)cc3)c8ccc(c7cc[n+](CCC[P+](c4ccccc4)(c5ccccc5)c6ccccc6)cc7)cc8,,649.07,,,AIE,ICT,
165,TPE-IS,165,CC(C/1)CC(/C=C/c2ccc(/C(c3ccccc3)=C(c4ccccc4)\c5ccccc5)cc2)=CC1=C(C#N)/C#N,,514.672,,607,AIE,neutral aromatic,
166,TPE-MOI,166,CC(C/1)CC(/C=C/c2ccc(/C(c3ccccc3)=C(c4ccc(OC)cc4)\c5ccc(OC)cc5)cc2)=CC1=C(C#N)/C#N,,574.727,,660,AIE,neutral aromatic,
167,AIE-ISO-Lyso,167,CC(C/1)CC(/C=C/c2ccc(OCCCCCCN3CCOCC3)cc2)=CC1=C(C#N)/C#N,,703.91,,640,AIE,neutral aromatic,
171,2-CZTPE,171,CCn1c2ccccc2c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc31,,449.58,,492,AIE,neutral aromatic,
172,3-CZTPE,172,CCn1c2ccccc2c3cc(/C(c4ccccc4)=C(c5ccccc5)\c6ccccc6)ccc31,,297.3499,,483,AIE,neutral aromatic,
180,TPE-DZF,180,O=C1c2cc(c3ccc(/C(c4ccccc4)=C(c5ccccc5)\c6ccccc6)cc3)cnc2c7c1cccn7,,425,554,544,AIE,ICT,
181,TPA-DZF,181,O=C1c2cc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cnc2c6c1cccn6,,485,615,611,AIE,ICT,
182,TPA-Ome-DZF,182,O=C1c2cc(c3ccc(N(c4ccc(OC)cc4)c5ccc(OC)cc5)cc3)cnc2c6c1cccn6,,397,631,627,AIE,ICT,
183,TPA-MN,183,N#C/C(C#N)=C/c1ccc(c2ccc(N(c3ccccc3)c4ccccc4)cc2)cc1,,403,649,640,AIE,ICT,
184,TPA-S-MN,184,N#C/C(C#N)=C/c1sc(c2ccc(N(c3ccccc3)c4ccccc4)cc2)cc1,,1006,690,658,AIE,ICT,
186,TPCB,186,Oc1ccc(C(/C=C/c2ccc(N(c3ccccc3)c4ccccc4)cc2)=C(C#N)/C#N)cc1,,439.5,655,,AIE,ICT,
187,TPCMB,187,COc1ccc(C(/C=C/c2ccc(N(c3ccccc3)c4ccccc4)cc2)=C(C#N)/C#N)cc1,,453.5,655,,AIE,ICT,
188,TPCAB,188,O=C(C=C)Oc1ccc(C(/C=C/c2ccc(N(c3ccccc3)c4ccccc4)cc2)=C(C#N)/C#N)cc1,,493.5,649,,AIE,ICT,
189,PBP,189,Oc1c(/C=N/N=C/c2ccc(/C=N/N=C/c3c(O)cccc3)cc2)cccc1,,370.1,581,,AIE,ESIPT,
190,EBP,190,Oc1c(/C=N/N=C/C=N/N=C/c2c(O)cccc2)cccc1,,294.1,615,,AIE,ESIPT,
191,SATPA,191,Oc1c(/C=N/N=C/c2ccc(N(c3ccccc3)c4ccccc4)cc2)cccc1,,391.2,546,,AIE,ESIPT,
192,TPABDC,192,N#C/C(C#N)=C/c1ccc(c2ccc(N(c3ccccc3)c4ccccc4)cc2)cc1,,397.2,639,,AIE,ICT,
193,TPAB-3HF,193,O=c1c(O)c(c2ccc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc2)oc6ccccc61,,481.2,511,,AIE,ESIPT,
194,SABB,194,Oc1c(/C=N/N=C/c2ccc(c3ccccc3)cc2)cccc1,,300.1,549,,AIE,ESIPT,
195,6-Methoxy-NaphAS,195,COc1cc2ccc(/C=N/N=C/c3c(O)cccc3)cc2cc1,,304.1,543,,AIE,ESIPT,
196,TPA-PC,196,O=C(c1ncccc1)/C=C/c2ccc(N(c3ccccc3)c4ccccc4)cc2,,376.15,590,,AIE,ICT,
